symbol,has_fireant_ohlcv,has_vnstock_ohlcv,in_vnstock_listing_snapshot,vnstock_organ_name,listing_evidence_status,activity_status,delisted_status,snapshot_date
MQN,True,True,True,CTCP Môi trường đô thị Quảng Ngãi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MRF,True,True,True,CTCP Merufa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MSB,True,True,True,Ngân hàng TMCP Hàng hải Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MSH,True,True,True,CTCP May Sông Hồng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MSN,True,True,True,CTCP Tập đoàn Masan,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MSR,True,True,True,CTCP Masan High-Tech Materials,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MST,True,True,True,CTCP Đầu tư MST,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTA,True,True,True,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTB,True,True,True,CTCP Môi trường và Công trình Đô thị Thái Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTG,True,True,True,CTCP MT Gas,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTH,True,True,True,CTCP Môi trường Đô thị Hà Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTL,True,True,True,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTP,True,True,True,CTCP Dược Medipharco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTS,True,True,True,CTCP Vật tư - TKV,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MTV,True,True,True,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MVB,True,True,True,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MVC,True,True,True,CTCP Vật liệu và Xây dựng Bình Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MVN,True,True,True,Tổng Công ty Hàng hải Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
MWG,True,True,True,CTCP Đầu tư Thế giới Di động,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAB,True,True,True,Ngân hàng TMCP Nam Á,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAC,True,True,True,CTCP Tư vấn Xây dựng Tổng hợp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAF,True,True,True,CTCP Nafoods Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAG,True,True,True,CTCP Tập đoàn Nagakawa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAP,True,True,True,CTCP Cảng Nghệ Tĩnh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAS,True,True,True,CTCP Dịch vụ Hàng không Sân bay Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAU,True,True,True,CTCP Môi trường và Công trình Đô thị Nghệ An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAV,True,True,True,CTCP Nam Việt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NAW,True,True,True,CTCP Cấp nước Nghệ An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBB,True,True,True,CTCP Đầu tư Năm Bảy Bảy,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBC,True,True,True,CTCP Than Núi Béo - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBE,True,True,True,CTCP Sách và Thiết bị Giáo dục Miền Bắc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBP,True,True,True,CTCP Nhiệt điện Ninh Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBT,True,True,True,CTCP Cấp thoát nước Bến Tre,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NBW,True,True,True,CTCP Cấp nước Nhà Bè,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NCG,True,True,True,CTCP Đầu tư Anova Agri,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NCS,True,True,True,CTCP Suất ăn Hàng không Nội Bài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NCT,True,True,True,CTCP Dịch vụ Hàng hóa Nội Bài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ND2,True,True,True,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDC,True,True,True,CTCP Nam Dược,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDF,True,True,True,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDN,True,True,True,CTCP Đầu tư Phát triển Nhà Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDP,True,True,True,CTCP Dược phẩm 2/9,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDT,True,True,True,Tổng Công ty cổ phần Dệt May Nam Định,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDW,True,True,True,CTCP Cấp nước Nam Định,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NDX,True,True,True,CTCP Xây lắp Phát triển Nhà Đà Nẵng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NED,True,True,True,CTCP Đầu tư và Phát triển Điện Tây Bắc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NET,True,True,True,CTCP Bột giặt NET,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NFC,True,True,True,CTCP Phân lân Ninh Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NGC,True,True,True,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHA,True,True,True,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHC,True,True,True,CTCP Gạch ngói Nhị Hiệp,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHD,True,True,True,CTCP Dược phẩm Nam Hà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHH,True,True,True,CTCP Nhựa Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHT,True,True,True,CTCP Sản xuất và Thương mại Nam Hoa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NHV,True,True,True,CTCP Sức Khỏe Hồi Sinh Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NJC,True,True,True,CTCP May Nam Định,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NKG,True,True,True,CTCP Thép Nam Kim,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NLG,True,True,True,CTCP Đầu tư Nam Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NLS,True,True,True,CTCP Cấp thoát nước Lạng Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NNC,True,True,True,CTCP Đá Núi Nhỏ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NNT,True,True,True,CTCP Cấp nước Ninh Thuận,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NO1,True,True,True,CTCP Tập đoàn 911,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NOS,True,True,True,CTCP Vận tải biển và Thương mại Phương Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NQB,True,True,True,CTCP Cấp nước Quảng Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NQN,True,True,True,CTCP Nước sạch Quảng Ninh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NRC,True,True,True,CTCP Tập đoàn Bất động sản Quốc gia,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NSC,True,True,True,CTCP Tập đoàn Giống cây trồng Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NSG,True,True,True,CTCP Nhựa Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NSH,True,True,True,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NSL,True,True,True,CTCP Cấp nước Sơn La,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NSS,True,True,True,CTCP Nông Súc Sản Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NST,True,True,True,CTCP Ngân Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NT2,True,True,True,CTCP Điện lực Dầu khí Nhơn Trạch 2,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTC,True,True,True,CTCP Khu Công nghiệp Nam Tân Uyên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTF,True,True,True,CTCP Dược - Vật tư Y tế Nghệ An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTH,True,True,True,CTCP Thủy điện Nước Trong,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTL,True,True,True,CTCP Phát triển Đô thị Từ Liêm,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTP,True,True,True,CTCP Nhựa Thiếu niên Tiền Phong,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTT,True,True,True,CTCP Dệt - May Nha Trang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NTW,True,True,True,CTCP Cấp nước Nhơn Trạch,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NUE,True,True,True,CTCP Môi trường Đô thị Nha Trang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NVB,True,True,True,Ngân hàng TMCP Quốc Dân,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NVL,True,True,True,CTCP Tập đoàn Đầu tư Địa ốc No Va ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NVP,True,True,True,CTCP Nước sạch Vĩnh Phúc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NVT,True,True,True,CTCP Bất động sản Du lịch Ninh Vân Bay,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NWT,True,True,True,CTCP Vận tải Newway,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
NXT,True,True,True,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
OCB,True,True,True,Ngân hàng TMCP Phương Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
OCH,True,True,True,CTCP One Capital Hospitality,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ODE,True,True,True,CTCP Tập đoàn Truyền thông và Giải trí ODE,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
OGC,True,True,True,CTCP Tập đoàn Đại Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
OIL,True,True,True,Tổng Công ty Dầu Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ONE,True,True,True,CTCP Công nghệ One,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ONW,True,True,True,CTCP Tập đoàn ONW,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
OPC,True,True,True,CTCP Dược phẩm OPC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
ORS,True,True,True,CTCP Chứng khoán Tiên Phong,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAC,True,True,True,CTCP Pin Ắc quy Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAI,True,True,True,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAN,True,True,True,CTCP Tập đoàn PAN,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAP,True,True,True,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAS,True,True,True,CTCP Quốc tế Phương Anh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PAT,True,True,True,CTCP Phốt Pho Apatit Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PBC,True,True,True,CTCP Dược phẩm Trung ương I - Pharbaco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PBP,True,True,True,CTCP Bao bì Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PBT,True,True,True,CTCP Bao bì và Thương mại dầu khí Bình Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PC1,True,True,True,CTCP Tập Đoàn PC1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCC,True,True,True,CTCP Tập đoàn Xây lắp 1 - Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCE,True,True,True,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCF,True,True,True,CTCP Cà phê PETEC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCG,True,True,True,CTCP Đầu tư Phát triển Gas Đô thị,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCH,True,True,True,CTCP Nhựa Picomat,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCM,True,True,True,CTCP Vật liệu Xây dựng Bưu điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PCT,True,True,True,CTCP Vận tải biển Global Pacific,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PDB,True,True,True,CTCP Tập đoàn Đầu tư Din Capital,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PDC,True,True,True,CTCP Du lịch Dầu khí Phương Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PDN,True,True,True,CTCP Cảng Đồng Nai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PDR,True,True,True,CTCP Phát triển Bất động sản Phát Đạt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PDV,True,True,True,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PEG,True,True,True,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PEN,True,True,True,CTCP Xây lắp III Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PEQ,True,True,True,CTCP Thiết bị Xăng dầu Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PET,True,True,True,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PFL,True,True,True,CTCP Dầu khí Đông Đô,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGB,True,True,True,Ngân hàng TMCP Thịnh vượng và Phát triển,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGC,True,True,True,Tổng Công ty Gas Petrolimex - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGD,True,True,True,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGI,True,True,True,Tổng Công ty cổ phần Bảo hiểm Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGN,True,True,True,CTCP Phụ Gia Nhựa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGS,True,True,True,CTCP Kinh doanh Khí Miền Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGT,True,True,True,CTCP PGT Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PGV,True,True,True,Tổng Công ty Phát điện 3 - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHC,True,True,True,CTCP Xây dựng Phục Hưng Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHH,True,True,True,CTCP Hồng Hà Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHN,True,True,True,CTCP Pin Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHP,True,True,True,CTCP Cảng Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHR,True,True,True,CTCP Cao su Phước Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PHS,True,True,True,CTCP Chứng khoán Phú Hưng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PIA,True,True,True,CTCP Tin học Viễn thông Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PIC,True,True,True,CTCP Đầu tư Điện lực 3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PID,True,True,True,CTCP Trang Trí Nội Thất Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PIS,True,True,True,Tổng Công ty Pisico Bình Định - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PIT,True,True,True,CTCP Xuất nhập khẩu Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PIV,True,True,True,CTCP PIV,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PJC,True,True,True,CTCP Thương mại và Vận tải Petrolimex Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PJS,True,True,True,CTCP Cấp nước Phú Hòa Tân,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PJT,True,True,True,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLA,True,True,True,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLC,True,True,True,Tổng Công ty Hóa dầu Petrolimex - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLE,True,True,True,CTCP Tư vấn Xây dựng Petrolimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLO,True,True,True,CTCP Kho Vận Petec,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLP,True,True,True,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PLX,True,True,True,Tập đoàn Xăng Dầu Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMB,True,True,True,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMC,True,True,True,CTCP Dược phẩm Dược liệu Pharmedic,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMG,True,True,True,CTCP Đầu tư và Sản xuất Petro Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMJ,True,True,True,CTCP Vật tư Bưu Điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMP,True,True,True,CTCP Bao bì đạm Phú Mỹ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMS,True,True,True,CTCP Cơ khí Xăng dầu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMT,True,True,True,CTCP Viễn thông TELVINA Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PMW,True,True,True,CTCP Cấp nước Phú Mỹ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PNC,True,True,True,CTCP Văn hóa Phương Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PND,True,True,True,CTCP Xăng dầu Dầu khí Nam Định,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PNG,True,True,True,CTCP Thương mại Phú Nhuận,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PNJ,True,True,True,CTCP Vàng bạc Đá quý Phú Nhuận,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PNP,True,True,True,CTCP Tân Cảng - Phú Hữu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PNT,True,True,True,CTCP Kỹ thuật Xây dựng Phú Nhuận,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POB,True,True,True,CTCP Xăng dầu Dầu khí Hưng Yên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POM,True,True,True,CTCP Thép Pomina,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POS,True,True,True,CTCP Vận hành và Xây lắp PTSC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POT,True,True,True,CTCP Thiết bị Bưu điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POV,True,True,True,CTCP Xăng dầu Dầu khí Vũng Áng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
POW,True,True,True,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPC,True,True,True,CTCP Nhiệt điện Phả Lại,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPE,True,True,True,CTCP Tư vấn đầu tư PP Enterprise,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPH,True,True,True,Tổng Công ty cổ phần Phong Phú,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPI,True,True,True,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPP,True,True,True,CTCP Dược phẩm Phong Phú,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPS,True,True,True,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPT,True,True,True,CTCP Petro Times,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PPY,True,True,True,CTCP Xăng dầu Dầu khí Phú Yên,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PQN,True,True,True,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PRC,True,True,True,CTCP Logistics Portserco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PRE,True,True,True,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PRO,True,True,True,CTCP Procimex Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PRT,True,True,True,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSB,True,True,True,CTCP Cảng Kỹ thuật PTSC Sao Mai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSC,True,True,True,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSD,True,True,True,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSE,True,True,True,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSH,True,True,True,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSI,True,True,True,CTCP Chứng khoán Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSL,True,True,True,CTCP Chăn nuôi Phú Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSN,True,True,True,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSP,True,True,True,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PSW,True,True,True,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTB,True,True,True,CTCP Phú Tài,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTC,True,True,True,CTCP Đầu Tư Icapital,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTD,True,True,True,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTE,True,True,True,CTCP Xi măng Phú Thọ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTG,True,True,True,CTCP May Xuất khẩu Phan Thiết,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTH,True,True,True,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTI,True,True,True,Tổng Công ty cổ phần Bảo hiểm Bưu điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTL,True,True,True,CTCP Victory Group,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTM,True,True,True,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTO,True,True,True,CTCP Dịch vụ - Xây dựng Công trình Bưu Điện,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTP,True,True,True,CTCP PTP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTS,True,True,True,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTT,True,True,True,CTCP Vận tải Dầu khí Đông Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTV,True,True,True,CTCP Thương mại Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PTX,True,True,True,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PV2,True,True,True,CTCP Genea Capital,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVB,True,True,True,CTCP Bọc ống Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVC,True,True,True,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVD,True,True,True,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVE,True,True,True,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVG,True,True,True,CTCP Kinh doanh LPG Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVH,True,True,True,CTCP Xây lắp Dầu khí Thanh Hóa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVI,True,True,True,CTCP PVI,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVL,True,True,True,CTCP Địa ốc Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVM,True,True,True,CTCP Máy - Thiết bị Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVO,True,True,True,CTCP Dầu nhờn PV Oil,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVP,True,True,True,CTCP Vận tải Dầu khí Thái Bình Dương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVR,True,True,True,CTCP Đầu tư PVR Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVS,True,True,True,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVT,True,True,True,Tổng Công ty cổ phần Vận tải Dầu khí,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVV,True,True,True,CTCP Vinaconex 39,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
PVX,True,True,True,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
